title,text,label
More Footage Of Operation High Jump With Hitler!,"More Footage Of Operation High Jump With Hitler! page: 1 link Hi everyone. This was on my youtube feed today and thought I would share it and maybe get some feedback. Thru all my years of paranormal and alien spaceship research and experiences, I came to the conclusion that it was all man made. After watching this video, I am even more convinced of them being man made. There is so much technology they aren't telling us.Well, I hope you get a chance to view this and let me know what you think. Are they man made? a reply to: childoffather They knew about the technology were using right now in the 50's and 60's. I have heard the public are ten years behind what they know technologically. 40 to 60 years ago...we have come a long way baby. Not sure about the moon landing though. lol. link originally posted by: carewemust I guess there was no reason to HOAX a fake Moon landing, since the technology was available, even before the 1960's. Was probably even more refined by 1967. That's not true. We don't understand the dynamics of space so what we can do outside of the atmosphere and inside of the atmosphere we have no idea. How the moonlanding was a hoax we also do not understand. It could be a coverup of some sort or another. link a reply to: childoffather factor the exponential growth of tech into the equation and start from the early 1930's instead of the 90's. originally posted by: Darkmadness originally posted by: carewemust I guess there was no reason to HOAX a fake Moon landing, since the technology was available, even before the 1960's. Was probably even more refined by 1967. That's not true. We don't understand the dynamics of space so what we can do outside of the atmosphere and inside of the atmosphere we have no idea. How the moonlanding was a hoax we also do not understand. It could be a coverup of some sort or another. Or a distraction...h .",FAKE
A Pilots Experience,"link Greetings ATS community, I wanted to pass on something my dad experienced several years ago in the hopes that perhaps others have experienced something similiar or know someone who has. I found the story quite interesting, and I hope you will too. Background: My dad was a pilot with 30+ years of experience flying all manner of civilian, military, and commercial aircraft. He was a naturally humble and quiet individual--never given to boasting or exageration. Like many pilots, he was wired to be logical, mathematical, and mechanical; he was also a supreme skeptic where all things supernatural and speculative are concerned. He preferred direct experience and scientific inquiry to wild tales. His story: One day he came back from a trip he flew (commercial flight) to Mexico. Over a beer, I casually asked him about his trip. He looked at me, cocked one eyebrow and replied, ""I saw something I can't explain."" This got my attention. On the layover, he and another pilot went out for dinner. Walking back along the beach at night, they both noticed a distant light moving along a fixed vector at a constant speed. They kept watching it, and were wondering about distance and elevation, thinking perhaps it was either a satellite or a high-flying aircraft--nothing out of the ordinary. Then it came to a complete stop, reversed direction 180 degrees, and whizzed off so fast it was out of sight in less than a second or two. So my first response was, ""Do you think it was a UFO?"" Again with the cocked eyebrow he said, ""I don't want to use that word. All I will say is that what we witnessed completely and utterly defies all laws of aerodynamics that I'm familiar with. I'm not aware of any aircraft--military or otherwise--that can do that. It's beyond my abilities to explain; that's all I'm willing to say."" To contrast this story, I will also say that one time we were watching a campy, early 80's Fox program that was reporting on the US government harboring aliens. At one point in the story, they started talking about a particular installation in the mountains of Nevada (not area 51) that's being used as a landing zone for UFO's. Dad started laughing so hard I thought he was going to fall off the couch. He looked at me and said, ""I know what they do there."" I said, ""And???"" He replied, ""I can't tell you that, but I CAN tell you they're NOT landing UFO's."" Total buzz kill. Anyway, that's the story I wanted to relate in the hopes that others can add their own. Thanks for reading.",FAKE
The Moon that Fell from Heaven,"The Moon that Fell from Heaven page: 1 link There is an intriguing text from Anatolian myth with regards to the Moon falling from Heaven; The Moon God fell from the sky and fell upon the gate complex, but no one saw him. The Storm God sent rain after him; he sent rains after him. Fear seized him; anxiety seized him. The god Hapantali went there. He stood beside him and uttered over him the words of a spell. The goddess Kamrusepa looked down from the sky and said: ""What in the world has happened here? A good question from Kamrusepa there then, but the text is fragmentary and partial and the matter isn't really explained, so anyway the first question then is were was this gate complex and why couldn't he, the Moon, be seen having landed. My consideration is that the gate complex is that of the Cilician Gates , and that the Moon can no longer be seen as he has infused the Taurus Mountains with Silver. That region did relate to the Silver Mountains as several sources mention and was a major centre for the trade in Silver at Kultepe/Kanes; The essence of the trade was to ship tin, woolen textiles and lapis lazuli to Anatolia to sell it there in order to acquire, directly or indirectly, silver and gold, which was shipped back to Assur. Tin, essential for the Anatoian production of bronze was imported in Assur from Susa, perhaps by Elamite caravans, and ultimately originated from Central Asia. Assyrian trade colony at Kanes There are a great many tablets related to this trade recovered from Kultepe, on these sometimes can be seen the Taurus bull that bears upon it's back the Silver Mountain. Also seen beneath on that example is the Scorpion which was likely also an ideogram based upon the Cilician gates and greater region, also the symbol of Ishara the Goddess of the Silver Mountain and related to concept idea of the Moon within the Underworld, her symbolic metal silver and purity through refinement, the Temple of Ishara being at Kanes or Nesi to the Hurrians. There were a great many ideas bound up within this symbolism then, including in Cosmological terms the entrance into the underworld being above Taurus in Gemini, and it's opposite point of emergence in Scorpio, according to the inter-section point of the Galactic and Ecliptic planes. Were this gets interesting is that there is a Hurrian myth that relates to a conflict in the primeval period named The Song of Silver involving their tutelary God Tessub and his ongoing issues with Kumarbi, God of Destiny; Among Tessub, the Sun God of the Sky, Sauska Nineveh's Queen, and all the gods, no one worships him, although his power is greater than their power. His word is greater than their words, his wisdom is greater than their wisdom, his battle and his g1ory are greater than theirs. It is Silver the Fine of whom I sing. Wise men to1d me the story of the fatherless boy. It did not exist. Long ago Silver's Father had disappeared. And they do not know his sp1endor. Heroic men ran to battle. Abundance did not exist. And grain did not grow only hunger The Songs of the Kumarbi cycle can contain veiled allegory regarding ethnic disputes such as i outlined here with regards to Byblos and Ebla, it is likely the same in this case, conflict with the region of Nesa and the Silver Mountains, this however relating to a much earlier period, potentially also this relates to conflict from the Heavens as Silver could be named Kubbabar-Anzu as noted here the association with Anzu in conflict with Tessub relating to the same with Ninurta in the Sumerian mythos, and that seemingly from Anatolia. The identification of Silver as DUMU also correlates with the Sumerian notion of the Divine child as Damu, often seen as the basis for the cult of Dumuzid, were it was also the case that the City of Dumuzid, Bad-Tivira, was the centre of the Sumerian metallurgy industry. Silver is described in this text as a wannumiyas DUMU, which means a child whose father is dead or missing. Hittitologists generally translate this as ""orphan,"" Silver's consternation at being told by the orphan boy that he too was an orphan need not mean that he was discovering this for the first time. The Song of Silver again is fragmentary but does seem to involve Silver at some point establishing his power; Silver seized power with his hands. Silver seized the spear. He dragged the Sun and Moon down from heaven. The Sun and the Moon did reverence. They bowed to Silver. The Sun and the Moon began to speak to Silver: O Silver, our lord, do not strike/kill us! We are the luminaries of heaven and earth. We are the torches of what lands you govern. If you strike/kill us, you will proceed to govern the dark lands person-ally."" His soul within him was filled with love.He had pity on them In dragging the Sun and the Moon down from Heaven again it could be considered that is what had infused the Mountains with Gold and Silver, but also it could relate to the establishment of the cults of Allani and Ishara at the time of silver, the spiritual qualities brought down to Earth. Hopefully in the future more complete accounts of these texts will emerge as they are most intriguing and almost completely overlooked apart from specialists in the field, which is a pity as they are more interesting than most. edit on Kam1031300vAmerica/ChicagoThursday2731 by Kantzveldt because: (no reason given)",FAKE
"The Mandela Effect was made by one overlooked 33 year old man, an ascended master (video and proof)","link There is simply no more denying, for millions of people across whatever planet we are actually on now, that the Mandela Effect is the greatest and most important single event in the history of all mankind on every possible level. That's not in question anymore, the only remaining question left is ""Who done it?"". Will the real one responsible for this, please stand up? Now, because this is the biggest display of sheer Power, there are a lot of government agencies whose only job is to make you think that they have power who are sitting down and yelling ""we did it, we are the ones and we did it with our collider!"" And there's others sitting down and yelling ""we did it, with our d computers!"" These collider and d computers are jokes, they can't do anything, you can barely play pacman on them - they are just impressive looking things to you which make you scared of the people who want to control you. That's all they are. You people need to stop being scared of your bullies. Your bully who took you lunch money every day in the 2nd grade - is not the same person who caused a universal-earth-ending-space-time-continuum-Shift. This is real power. Whoever can do this, isn't the same bully who took your lunch money in the 2nd grade. Your government and Nasa and Cern are all a bunch of bullies, who throw water bottles at your head then when you turn around they point to the person next to them and call them a terrorist. That's all they have done throughout the years. But whoever did the Mandela Effect is entirely different from them, whoever did that has True and Real Light. I'll just go ahead and flatly state it for the whole world to hear - I, Pyron, created the Mandela Effect through metaphysical sciences through writing. No computers no colliders, only my mind and heart. It was my true desire to create a new world where those who control you will lose control. I wrote from age 12 to age 32, obsessively for 20 years in a row without break, I've been rejected by everyone the whole time, no one out there has been continuously rejected like I have, so I just kept on continuously going into my own space and writing more and more. Not caring about money or controlling people for selfish gain or any of that, I was just going on a self-journey. And in doing that, I cracked the code for the fabric of the Space Time continuum and opened up the Stargate. And I recorded every last thing that I did, and tell the whole world exactly how I did it and how everything occurred in a 50 page book - that I've put up for free on Youtube. This 50 page book is the liberation and the Revolution for every soul in all of existence, and I offer it for free here www.youtube.com...",FAKE
Shadow Government in South Korea,"Shadow Government in South Korea page: 1 archive.is... >being a ... >since 2~3 years ago there was Ancient Aliens tier rumor that president Park is indoctrinated and being controled by handful of secret society called ""8 (The 8 Goddess)"", and they're ruling Korea from behind >everyone laughed at this crude joke rumor >suddenly a week ago whistleblower confirmed this # was real >the 8 powerful Korean billionaire women formed secret society and ruled Korea from behind the veil >whistleblower stole PC and tablets from them, opened to media, confirming they did it all >they made decisions, from Park's text of speeches, reforming taxes by their own, maintaining national treasury, deciding every diplomatic moves from toe toe, assigning secretaries and ministers by their own >only 1 members of The 8 Goddess identity confirmed, it's former psychic woman named 'Choi Sun-sil' >according to the leak she indoctrinated President Park since age of 23 >yes, a psychic woman who's member of secret society indoctrinated the president >I ain't joking >tfw everyone didn't believed this anime plot tier ba# insane absurd news >seriously who's gonna believe this >then suddenly president Park made news conference yesterday >SHE CONFIRMED THIS LEAK IS REAL AND ASKED FORGIVENESS >tfw a country's president confirming that she's indoctrinated by the secret society at the news conference >EVERYONE PANIC >people started to get #s together >gathering informations about them >after digging it's confirmed that # loads of men are in jail right now for leaking the truth about The 8 Goddess >politicians who's in jail right now mentioned Choi and 8 Goddess right before they went jail >people found photos that Choi escorting Park since her age of early 20's >diggings found US ambassador report documents >it saying ""Choi Tae-Min (Choi Sun Sil's father) is fully control of Park's body and soul"" >Choi Sun Sil's whereabouts is mystery, she's somewhere in Germany edit on 27-10-2016 by WindCharger because: (no reason given) edit on 27-10-2016 by WindCharger because: (no reason given)",FAKE
Mary Rodwells New Book The New Human,"Mary Rodwell's New Book The New Human page: 1 link Go ahead and spout this is Project Camelot it's BS. You'll be wrong. Go ahead and call Mary Rodwell a liar she's just doing this for the money. You'll be wrong. This is what I have to say to open-minded individuals reading this: Put your seat belt on! In this interview, hypnotherapist and regressionist Mary Rodwell talks about the contents of her new book, The New Human , which apparently is soon to be released: For experiencers looking for a resource where you'll be treated with respect and have a chance to communicate, the organization Mary talked about in the interview is FREE, for Foundation for Research into Extra-terrestrial Encounters. link a reply to: ConnectDots No offense but these people just sound completely full of sh*t. They present no evidence of anything but talk wildly about stuff that I don't even think they understand and use words that just sound interesting but are totally made up BS. They just talk to other crazies and kids and believe anything they hear and then repeat it. Gee, some little kids tell you they don't like school or don't get along with other kids so that makes them multidimensional space kids with mental powers???? Come on They love to drop cool sounding phrases built from psudo scientific jargon but I don't think they even understand what the words mean. They talk about telepathy and mental powers and stuff but do they have any evidence of it or just a bunch of stories made up from kids and crazies???",FAKE
Netflixs CEO says entertainment pills could be the next big thing,"link Everyone is familiar with the saying 'Netflix and Chill,' but Netflix CEO Reed Hastings has an even better idea, 'Netflix and Chill Pill.' That's not the actual brand or product name, but more of a concept that Hastings introduced at a recent tech conference for the Wall Street Journal. When speaking about the future of Netflix, Hastings said that, while movies and TV shows may be all the rage now, he anticipates they'll eventually become obsolete and will be rivaled by pharmaceutical substitutes, ""like a pill that entertains you."" This according to a tweet from the Wall Street Journal. Netflix's CEO says entertainment pills could be the next big thing This article struck me as funny....so Netflix own CEO is saying the next big thing in entertainment at home is a pill? I wonder how close his ties are with BIG PHARMA? This is a really crazy thing for a CEO of a major company to be suggesting....drugs for entertainment purposes...sounds like he is trying to progress towards legalization of something to actually entertain us while we watch TV. Coming soon to a pharmacy near you...The Netflix and Chill Pill....knowing what ""Netflix and Chill"" actually means I think the phrase he used kinda promotes rape in the form he said it though....""here baby...take this pill before we start the movie....don't worry....it is for entertainment purposes"" Anywho....just the next big thing in drugs for our mindless youth to get caught up in!",FAKE
RELEASE: The Podesta Emails Part 20,"a reply to: IAMTAT I like knowing that the powers of good are working quite effectively in the background. This election has opened up so much in the way of ""conspiracies"" that the average person paying even the slightest bit of attention have been exposed to how it actually works. I think we will continue to see this corrupt beast system brought into the light, regardless of the election, the elite have lost control. I really hope you're right. MY eyes have been REALLY opened to the corruption and the control. THIS election is about consolidation of a long construction of establishment/outside interest corruption spanning decades and both parties. It needs to be brought down before the cement hardens.",FAKE
I declare myself a conscientious objector,"I declare myself a conscientious objector page: 1 link With tensions as they are and a war on the horizon I have decided to declare myself a conscientious objector. The UK does not need to start a war in Syria, it does not need to start fight with Russia. None of that has any reliavance to the UK or its saftey! In fact it would make us more unsafe! War in these curmstances would not be for my defence. And in my opinion violence is only nessary or justified in self defence. Russias leaders have acted disgrafully. But our leaders in the USA and UK are equally as bad. For every Crimea there's a Iraq, for every Syria a Libya. There is no moral high ground, the USA or UK has no right to point fingers, nor does Russia. I will therefore refuse to support (directly or indirectly), take part in or contribute (beyond taxes) anything. My only exception being unarmed medical services that I will give neutrally to BOTH sides equally. In the unlikely event of a call up I will choose prison. I will not actively support or aid the other side beyond medical and humanitarian aid. Call me a traitor, a coward or anything you like, this is my decision . I want NO part in any looming conflict. edit on 27-10-2016 by crazyewok because: (no reason given) edit on 27-10-2016 by crazyewok because: (no reason given)",FAKE
Heartless Trump cuts sweet old grannys water supply,"Heartless Trump cuts sweet old granny's water supply page: 1 link A 92-year-old Scottish widow is forced to drink stream water she collects in a wheelbarrow because Donald Trump refuses to fix the damage caused by builders working on his 1billion golf course. Grandmother Molly Forbes, 92, has refused to leave her cottage on the edge of Trump's golf resort in the tiny village of Balmedie, on the Aberdeenshire coast. The property developer and presidential hopeful, 70, has consistently tried to move Mrs Forbes and her son Michael from their home, which he has branded an 'eyesore'. Only a cold-blooded monster like Trump would be capable of something like this. He's been systematically bullying this innocent silver-haired grandmother to force her out of her property. Not only has he forced her to collect water daily at her frail old age, he is also keeping her from having a good night's sleep: Mrs Forbes says she has been subjected to an appalling campaign of intimidation, which allegedly includes cutting off the water supply to her property, floodlighting her bedroom window at night so she cannot sleep and building a massive wall against her property. She also claims security guards have tried to intimidate her by appearing at all hours of the day and night. Despite all this, she is determined not to be driven out. Source What is this vile man going to do to her next? Grope her? We must do all we can to support this sweet old granny and her son on their battle against ruthless Trump, and Trump must be forced to repair her water and leave them alone. This has gone too far! If this isn't proof that Trump is pure evil, I don't know what is. (Did I do this right?)",FAKE
Jubilee Year of Mercy ends on November 20. Following Judgment?,"Jubilee Year of Mercy ends on November 20. Following Judgment? page: 1 Jesus to St Faustina: You will prepare the world for My final coming. (Diary 429) Speak to the world about My mercy ... It is a sign for the end times. After it will come the Day of Justice. While there is still time, let them have recourse to the fountain of My mercy. (Diary 848) Tell souls about this great mercy of Mine, because the awful day, the day of My justice, is near. (Diary 965). I am prolonging the time of mercy for the sake of sinners. But woe to them if they do not recognize this time of My visitation. (Diary 1160) Before the Day of Justice, I am sending the Day of Mercy. (Diary 1588) He who refuses to pass through the door of My mercy must pass through the door of My justice. (Diary 1146). The Jubilee Year of Mercy proclaimed by pope Francis, ends on November 20th the feast of Christ the King the end of the liturgical year. Every jubilee year is destined to end of course, that's why it is a year and not a decade.But...isn't it too much prophecy gathered in that last year? First of all, the Catholics expect earnestly the 100th anniversary of Fatima. The 100th year started on October 13 and would end on October 13, 2017. As pope Benedict said during his pontificate on his trip to Fatima, the 100th year will see the Fatima secrets fulfilled. Then, we had all kinds of predictions recently. Let only remember the once at the time Jewish rabbis predictions of the year 5776, encoded in Bible codes according to some of them, that also appeared to be the 49th jubilee year since the retaking of Jerusalem. ""Nothing happened, again"" would say many. Much happened in terms that might be the last quiet year before the events. Then we have the enigmatic wishes on the last Christmas of both pope and queen as if that would be our last Christmas? The wordings were vague enough to draw firm conclusion, anyway they were said and stirred public interest. There are more predictions, such as of major Solar kill shot, that even president Obama signed orders in case it happens. The French foreign minister said of 500 days before climate chaos, days that expired last Fall. How much more mercy is envisioned by God, in what time frames? If the sequence given in Garabandal of Great Warning- Miracle - Chastisement is to be accomplished before the 100th anniversary of Fatima, it seems God's mercy towards the entire world would end in less than a year time. The only possible date for the Miracle in 2017 would fall on April 13, Holy Thursday. Let make a distinction, mercy to individuals who accepted God's loving call, NEVER ENDS! But God is a just judge at the same time. The Chastisement is predicted by too many prophecies and cannot be disregarded as nonsense. Moreover,t he world today is in a worse shape than during the end of the Cold War. I don't know what exactly will follow, there are variety of scenarios each of them having its own justification and logic to exist. May be a combination of them will happen in reality. What is exactly Great Warning, is it only what is said to be by numerous seers, far not only those in Garabandal? For me it should include ET-angelic component. Time will tell. Time that runs out, according to Anguera and other apparitions of Virgin Mary. That doesn't mean it has all to happen on December 1st. Every next week draws us closer to the two doors, one of which is the Door of Mercy and the other the Door of Justice. Your take on recent catholic prophecy? Or may be protestant or orthodox one? edit on 27-10-2016 by 2012newstart because: (no reason given) edit on 27-10-2016 by 2012newstart because: (no reason given)",FAKE
Northrop Unveils Sixth Gen Fighter Concept,"Northrop Unveils Sixth Gen Fighter Concept page: 1 Long time lurker, lost my original Username so...had to make a new one. Saw this on the news, breakingdefense.com... The shape looks familiar to the aircraft spotted over Kansas and Texas link a reply to: Cavrecon22 The F-XX and F/A-XX aren't even close to flying their demonstrators yet. They're testing systems, but they're nowhere close to flying. The Pentagon hasn't settled on the requirements yet. Looks like something out of Call of Duty! Awesome looking thing. Ah. Artist's impressions are a fools game. It's a fantasy until it actually starts getting prototyped, build and delivered. Russia seems to generate quite a few artist's impressions of things that would never get built. For instance, this is an artist's impression of my new house... .. but this is what got built. Aliens and UFOs : 1 hours ago top topics 2016 US Elections : 15 hours ago, 22 flags active topics new topics The Above Top Secret Web site is a wholly owned social content community of The Above Network, LLC . 
This content community relies on user-generated content from our member contributors. The opinions of our members are not those of site ownership who maintains strict editorial agnosticism and simply provides a collaborative venue for free expression. 
All content copyright 2016, The Above Network, LLC.",FAKE
Britain to send hundreds more troops to Russia border as Cold War tension escalates,"Britain to send hundreds more troops to Russia border as Cold War tension escalates page: 1 link Britain will send hundreds more troops close to Russias border, the Government has said, as the Prime Minister also called for pressure on Moscow over the Syria crisis. Around 800 soldiers along with tanks, armoured vehicles and drones will now head to Estonia in the spring in a Nato effort to reassure the Baltic states over Russian aggression. Is it starting to look like WW3 yet? Let's see if the main critiques of these kinds of threads are answered. 1. Is this ""saber rattling""? No. 2. Is this move unequivocally directly related to countering Russia? Yes. 3. Is this ""fearmongering""? No. There was something in the news yesterday that seemed to slip by everyone: Guy Verhofstadt, former prime minister of Belgium and now the EUs representative on Brexit talks with the UK, called Spains decision to allow the refuelling scandalous. ""It is scandalous that Spain, a member of NATO and the EU, is today allowing the Russian #Kuznetsov fleet to refuel and receive technical assistance on Spanish territory. Only last week  this Spanish Government signed up to a statement from the European Council accusing Russia of war crimes against civilians in #Aleppo, yet today it provides assistance to a fleet which has one purpose; the annihilation of Aleppo and the harassment of EU & NATO forces ."" SOURCE Did Guy Verhofstadt just state that Russia is using a fleet of warships to terrorize EU & NATO forces? I realize that the word ""harassment"" is used in the quote above, but how does that word fit in this context? It seems like it could be a coded message. Either way, ""the harassment of EU & NATO forces"" sounds like it could be an act of war to me. That's the essence of my argument for why WW3 has already started. It's well past the point of ""saber rattling"" and ""posturing"", actual harassment/terrorism/warfare (take your pick of words) is involved. edit on 27-10-2016 by Profusion because: (no reason given) link a reply to: Profusion Hm. On its side, Russia has just unveiled her new, Satan 2 nuclear warhead, capable of ""destroying UK two times over"". I agree with you, this isn't just saber rattling anymore. Good thread. We should really kick those baltic states out of NATO. They've been nothing but trouble since we let them in. Turkey can go too. Ever wondered if it is a spiritual war where the peasants in the soldiers native country are soon to be tested by Jesus. 1) remove all military personal overseas. 2) create war between imported terrorists (ISIS) and local Brits. 3) the Brits that cower, die fast. The ones that stand their ground get angelic powers and become the New World leaders after all of Lucifers goons are Judged and Hung. link originally posted by: Profusion Britain will send hundreds more troops close to Russias border, the Government has said, as the Prime Minister also called for pressure on Moscow over the Syria crisis. Around 800 soldiers along with tanks, armoured vehicles and drones will now head to Estonia in the spring in a Nato effort to reassure the Baltic states over Russian aggression. Is it starting to look like WW3 yet? Let's see if the main critiques of these kinds of threads are answered. 1. Is this ""saber rattling""? No. 2. Is this move unequivocally directly related to countering Russia? Yes. 3. Is this ""fearmongering""? No. There was something in the news yesterday that seemed to slip by everyone: Guy Verhofstadt, former prime minister of Belgium and now the EUs representative on Brexit talks with the UK, called Spains decision to allow the refuelling scandalous. ""It is scandalous that Spain, a member of NATO and the EU, is today allowing the Russian #Kuznetsov fleet to refuel and receive technical assistance on Spanish territory. Only last week  this Spanish Government signed up to a statement from the European Council accusing Russia of war crimes against civilians in #Aleppo, yet today it provides assistance to a fleet which has one purpose; the annihilation of Aleppo and the harassment of EU & NATO forces ."" SOURCE Did Guy Verhofstadt just state that Russia is using a fleet of warships to terrorize EU & NATO forces? I realize that the word ""harassment"" is used in the quote above, but how does that word fit in this context? It seems like it could be a coded message. Either way, ""the harassment of EU & NATO forces"" sounds like it could be an act of war to me. That's the essence of my argument for why WW3 has already started. It's well past the point of ""saber rattling"" and ""posturing"", actual harassment/terrorism/warfare (take your pick of words) is involved. It's American election time. Just look at the Philippine situation also. Distraction at its finest. link a reply to: Rapha the Brits that cower, die fast. The ones that stand their ground get angelic powers and become the New World leaders after all of Lucifers goons are Judged and Hung. Oh? I've stood my ground alot of times, yet this didn't make me gain any Level Up Angelic Powers, nor did I become leader of the New World and made Lucy's goon magically hang in the process? Maybe I did it wrong? Perhaps I didn't do my stance right when I stood my ground? edit on 27-10-2016 by swanne because: (no reason given) link a reply to: Profusion It is scandalous that Spain, a member of NATO and the EU, is today allowing the Russian #Kuznetsov fleet to refuel and receive technical assistance on Spanish territory. spain cancelled this, yesterday . a reply to: Profusion i wish brtian will just let USA destroy it self and stop licking their a$$es. Russia should be left alone or at least have dialoge on similar interesets. All becasue of USA big EGO they stepped into syria edit on ThursdaythkThu, 27 Oct 2016 05:36:46 -0500America/Chicago4Thursday2016201646 by lSkrewloosel because: (no reason given) originally posted by: Ohanka We should really kick those baltic states out of NATO. Why? So that we could leave Russia free to invade and occupy them again? Did I say occupy? Sorry, I meant annex. Moving troops around NATO members for training and inter-service collaboration id not new. It's just reported a bit more because to the current tensions. Note that a couple of weeks ago Russia was putting massive forces into their enclave of Kaliningrad which makes the movement of a few hundred British squaddies seem a little bit of a token gesture. Kaliningrad was a part of Germany annexed by Russia after WW2 and the place was ethnically cleansed of the natives. link a reply to: Rapha Don't really see how anyone or anything for that matter could stand there ground against a nuclear attack. This has nothing to do with spiritual war, this is about humanity's inability to communicate without resorting to waving there nuclear penis at one another. If there is a third world war of the nuclear variety nobody wins and all it will serve to achieve is to set back humanity for the next 10,000 years or so. edit on 27-10-2016 by andy06shake because: (no reason given) link originally posted by: Rapha Ever wondered if it is a spiritual war where the peasants in the soldiers native country are soon to be tested by Jesus. 1) remove all military personal overseas. 2) create war between imported terrorists (ISIS) and local Brits. 3) the Brits that cower, die fast. The ones that stand their ground get angelic powers and become the New World leaders after all of Lucifers goons are Judged and Hung. I guess a link is out of the question ? a reply to: Profusion i wish brtian will just let USA destroy it self and stop licking their a$$es. Russia should be left alone or at least have dialoge on similar interesets. All becasue of USA big EGO they stepped into syria Exactly. The dumbarses destroy each other. Britain can survive and pick up the pieces. In WW3 NO ONE WINS. So no point getting involved! As a UK citizen i refuse to support any actions of aggression and will remain neutral. I do not care if that makes me a traitor. edit on 27-10-2016 by crazyewok because: (no reason given) link a reply to: crazyewok If the USA and Russia do decide to start lobbing atomics at one another whether or not Britain chooses to play the part of Americas lap dog is nether here nor there considering it will ultimately lead to full blown world war. Even if we were not targeted and they kept there exchange to there own nations we would still be blanketed by the fallout contaminating our water supply's, food stuffs, land and atmosphere beyond repair for the next few thousand years. So your no traitor for not supporting there crazy nonsensical saber rattling, point of fact i imagine most people can see Nuclear war for the no brainer it actually is. link originally posted by: swanne I've stood my ground alot of times, yet this didn't make me gain any Level Up Angelic Powers, nor did I become leader of the New World and made Lucy's goon magically hang in the process? Maybe I did it wrong? Perhaps I didn't do my stance right when I stood my ground? By not committing suicide is already a stance. A lot of people are losing it now with suicides on the rise. It will be at least a week or two before something big happens. Just hang-in-there. We should really kick those baltic states out of NATO. They've been nothing but trouble since we let them in. Turkey can go too. This is right, and not only for warmongerers reasons! But we also should not forget that these miniature states are only used too, like the rest of dumb europe. By the anglo-american axis, some call it meanwhile the new axis of evil. Bceause, for the simple reason that russia didnt break made promises, after the Globalists ""reunited"" Germany, lets better say brought down the wall(To be honest, there is no unity between german people, often not even in the own families, less than ever between the east and west of germany). The broken promises were about the eastward enlargement of the NATO. NATO's Eastward Expansion Did the West Break Its Promise to Moscow? ""Russian President Dmitry Medvedev has accused the West of breaking promises made after the fall of the Iron Curtain, saying that NATO's expansion into Eastern Europe violated commitments made during the negotiations over German reunification. Newly discovered documents from Western archives support the Russian position."" Russia didnt expand his military troops to the borders of the USA or UK, didnt build a rocket shield in Mexico, Canada or elsewhere at the borders of the USA. I read right now that Orban acts the same like Erdolf aka Erdogan. The last hungarian newspaper that reported about the criminal acts of the Orban family, the ""Npszabadsg"" was closed down, freedom of the press is almost terminated now. And those EU puppets send taxmoney to such states and get nothing but problems back, but dont even try to stop such Hobby Hitlers. Good that Erdolfistan is not in the EU like hungaria and the other ""want revenge from russia"" liliputh states. And the people that elected Orban, just for anti-refugee and othe Nazi reasons, for nothing else? Another year under Orban and they will end as refugees in western europe! That will become embarrassing for the anti-refugee masses... To come to an end. Its obvisiously the ""west"" who is playing foul, playing foul and nothing else than that, at least since 9/11. The anglo-american axis(the modern mass surveillance pioneers) is surrounding russia, not russia the ""west""(and is using its idiot european ""partners"" for this). Its not russia that covers every part of the world with his military and his eavesdrop stations. Its not russia that ""owns"" almost unsinkable aircraft carries like Germany(38.500 US troops in germany), for example. Its not russia that stores nuke in germany, that we germans arent even allowed to own or store on our territory. The NSA isnt russian. TTIP, CETA, NAFTA, TISA and all that, isnt russian. The bankster crash 2008 was not based in russia. The robber baron capitalism that ""feeds"" a few but exploits 99,9% is not coming from communism(though they learned fast how it works). Monsanto, Dupont etc, not russian. I could go on and on, but i have to come to an end.",FAKE
New NASA Footage Films UFO Flying Past,"New NASA Footage Films UFO Flying Past page: 1 link Here the video shows a very odd craft zooming past. It looks to be very direct on its movement and shows no sign of being as NASA love to use ''debris'' flying by. It is on its own and on its own path. Be nice to see what others think about this footage I have no idea whether this is coming from NASA hardware or not. It states on the video also 2016, I presume this is new. It would seem we are being visited all the time, by our visitors. Star people, ET's. edit on 27-10-2016 by BlackProject because: (no reason given)",FAKE
